"序号","代码","名称","最新价","涨跌额","涨跌幅","60日涨跌幅","年初至今涨跌幅","成交量","成交额","今开","换手率%","市盈率","总市值","总股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","昨收","最高","最低"
"118","BK2252","信息技术处","388.693","-4.172","-1.06%","-7.31%","-15.55%","79613599","4515028062","394.956","0.56","45.275","924835276703.934","22621920043","-4.40%","-5.37%","-3.07%","-14.69%","-5.75%","392.865","394.956","388.620"
"119","BK2463","专业工业机械","1449.291","-15.819","-1.08%","-12.13%","-15.64%","52908076","4929489444","1465.964","0.65","40.424","788486686935.63","9148752633","-2.85%","-4.78%","-5.94%","-13.70%","-11.13%","1465.110","1474.135","1449.150"
"120","BK2044","教育及培训服务","703.360","-8.074","-1.13%","2.12%","-7.71%","69862376","420330888","710.299","3.11","-50.903","37795304989.24","3611056541","-0.53%","-1.54%","3.61%","-21.13%","-70.18%","711.434","712.868","700.668"
"121","BK2513","药品制造商-专业和非专利","1011.400","-11.902","-1.16%","-3.39%","-12.48%","257385485","1593495083","1022.682","1.60","-46.063","273635521332.497","18678826689","-3.54%","-0.91%","-1.00%","-10.43%","-11.87%","1023.302","1025.150","1011.202"
"122","BK2481","银行-综合性","1206.158","-14.214","-1.16%","-13.48%","-9.29%","252683240","11045246455","1212.070","0.29","9.327","2070925441693.9199","96891917585","-2.19%","-5.26%","-8.01%","-12.83%","-2.26%","1220.372","1221.649","1201.560"
"123","BK2461","公用事业-可再生","1516.454","-17.904","-1.17%","11.82%","-2.51%","16148744","468881433","1533.371","0.78","-1376.030","92232440442.47","3525785441","-2.26%","-0.78%","1.79%","-1.93%","-0.56%","1534.358","1540.892","1515.592"
"124","BK2479","抵押融资","977.934","-11.646","-1.18%","-22.02%","-25.22%","8677124","160408740","996.083","1.26","4.406","39951846451.9","4458787368","-2.71%","-11.82%","-11.27%","-30.57%","-41.87%","989.580","1005.977","974.777"
"125","BK2122","桥水持仓","1111.188","-13.480","-1.20%","-8.63%","-13.70%","731248356","89462785283","1122.064","1.11","22.979","6712454485881.9297","75477846279","-2.19%","-2.17%","-2.34%","-10.86%","-8.82%","1124.668","1126.143","1110.937"
"126","BK2268","保安及保护服务","916.564","-11.210","-1.21%","-11.36%","-16.96%","17796241","184129793","927.736","1.87","212.936","33667792208.309","2051497506","-1.31%","-4.90%","-8.51%","-15.14%","-20.84%","927.774","937.231","916.051"
"127","BK2256","汽车和卡车经销商","2116.736","-26.137","-1.22%","-8.71%","-16.70%","20199620","770968817","2149.222","1.64","12.023","90475035092.505","1712951068","-2.65%","-3.82%","-11.00%","-23.76%","-17.48%","2142.873","2172.857","2115.466"
"128","BK2502","专业零售","1773.798","-22.227","-1.24%","2.21%","-8.61%","60523094","3724919429","1795.212","1.78","22.428","320090895015.987","5933179740","1.26%","2.48%","3.07%","-8.90%","1.10%","1796.025","1812.872","1773.372"
"129","BK2069","生物技术","3406.888","-43.244","-1.25%","4.08%","-13.31%","854823805","10177020912","3446.648","2.29","-40.505","1159071131421.5591","54534031265","-2.23%","1.63%","2.77%","-18.51%","-10.35%","3450.132","3453.551","3404.620"
"130","BK2458","公用事业-受管制的水","1514.564","-19.459","-1.27%","5.74%","-7.46%","8372328","257056808","1536.817","0.66","30.679","77621451263.17","1710872033","-3.85%","-1.07%","4.44%","-0.75%","2.94%","1534.023","1539.227","1514.564"
"131","BK2014","医疗器械及用品","3779.494","-49.681","-1.30%","-3.21%","-13.38%","54233947","2500557648","3833.928","1.16","35.848","472901819443.409","5341628733","-4.64%","-4.61%","-2.78%","-12.05%","-4.40%","3829.175","3842.263","3778.317"
"132","BK2280","医疗设备","1472.238","-19.513","-1.31%","-1.44%","-9.75%","76365897","3848788289","1493.347","0.59","38.661","966580623492.42","14911419245","-3.41%","-1.63%","-0.16%","-12.44%","-9.54%","1491.751","1497.660","1470.392"
"133","BK2528","医药外包概念","2143.878","-28.601","-1.32%","-5.02%","-19.48%","3209114","511668496","2173.428","0.62","40.449","85669831901.5","523400113","-6.70%","-1.23%","1.81%","-17.07%","-3.50%","2172.479","2177.696","2130.037"
"134","BK2276","奢侈品","1124.412","-15.160","-1.33%","-12.94%","-20.67%","10270638","291668727","1138.806","1.74","13.468","16930388522.58","736234505","4.03%","-4.72%","-7.47%","-17.26%","-15.39%","1139.572","1155.495","1120.590"
"135","BK2589","财产管理","1039.312","-14.267","-1.35%","-14.33%","-14.82%","308449674","19544714861","1050.346","1.00","9.752","2147531616723.72","31694329292","-2.40%","-5.53%","-8.42%","-19.35%","-3.86%","1053.579","1060.739","1036.866"
"136","BK2454","非洲概念","1485.301","-21.441","-1.42%","11.70%","8.33%","6978533","120063307","1484.890","1.36","28.708","11260116543.28","529121633","0.17%","-1.46%","-1.10%","7.27%","-10.59%","1506.742","1506.742","1460.188"
"137","BK2510","铜","3212.161","-46.555","-1.43%","10.83%","19.24%","15392537","690901552","3254.753","0.73","16.968","137845721651.1","3067223451","0.35%","-2.32%","0.94%","23.57%","20.57%","3258.716","3293.085","3210.607"
"138","BK2562","Archegos爆仓风波概念","914.199","-13.400","-1.44%","-14.27%","-15.53%","79567358","2565448077","935.812","0.82","10.463","243952411464","12715719955","-1.22%","-3.74%","-6.13%","-26.22%","-30.43%","927.599","938.100","911.613"
"139","BK2491","娱乐","1356.995","-20.357","-1.48%","-13.66%","-18.33%","133395397","6207185445","1379.199","0.88","14.915","1025828578437.89","18804966033","-0.71%","-3.53%","-3.27%","-26.15%","-23.01%","1377.352","1382.548","1356.510"
"140","BK2544","固态电池","1516.469","-22.773","-1.48%","-0.75%","-20.27%","7920250","74572560","1542.757","2.21","-37.348","8000845623","564533585","-3.14%","-9.05%","9.26%","-24.18%","-43.72%","1539.242","1570.141","1505.209"
"141","BK2493","电气设备及零件","1521.089","-23.694","-1.53%","-11.47%","-19.40%","40184056","775861021","1549.237","0.84","27.598","144821135774.79","6094425236","-2.64%","-5.78%","-8.50%","-15.03%","-8.60%","1544.783","1553.364","1520.588"
"142","BK2052","木材和木材生产","2025.648","-31.629","-1.54%","-7.35%","-8.12%","1180834","92973420","2053.894","0.69","6.044","18589514635.01","237785093","4.39%","-1.07%","-11.45%","2.32%","8.32%","2057.277","2061.400","2011.523"
"143","BK2619","道富环球持仓","1186.581","-18.604","-1.54%","-4.26%","-9.34%","1076196548","166393724486","1205.509","0.68","23.457","28750166983061.711","165990619456","-3.57%","-4.47%","-1.29%","-4.46%","2.42%","1205.185","1207.217","1186.035"
"144","BK2599","领航投资持仓","1184.105","-18.718","-1.56%","-4.45%","-9.59%","1073976879","166387719273","1203.150","0.68","23.614","28683070725770.578","165227101519","-3.60%","-4.54%","-1.40%","-4.85%","0.93%","1202.823","1204.841","1183.553"
"145","BK2630","法通保险持仓","1188.858","-18.829","-1.56%","-4.71%","-9.93%","1080515443","164493991604","1207.983","0.66","23.202","28770146087601.367","171586434326","-3.62%","-4.60%","-1.47%","-4.91%","1.92%","1207.687","1209.548","1188.306"
"146","BK2490","金融数据与证券交易所","1760.375","-27.917","-1.56%","-3.25%","-12.22%","9740460","2410163757","1787.848","0.57","28.621","447640524367.44","1788121876","-4.71%","-3.39%","-2.87%","-13.77%","-1.75%","1788.292","1796.179","1758.594"
"147","BK2532","文艺复兴科技持仓","2011.453","-31.900","-1.56%","-0.89%","-5.09%","961618619","110413178789","2041.859","0.87","20.383","18698251695722.34","118126012417","-3.25%","-3.91%","0.41%","1.78%","13.95%","2043.353","2044.493","2010.546"
"148","BK2592","特朗普概念","1447.892","-22.962","-1.56%","15.38%","3.74%","264229118","12201957648","1549.602","31.84","-128.953","36474434191.24","898042787","-5.72%","13.37%","16.85%","-29.43%","-28.69%","1470.854","1549.602","1437.742"
"149","BK2038","房地产服务","1461.788","-23.256","-1.57%","-18.49%","-24.38%","45014854","733089324","1485.064","1.11","-72.291","135319220508.391","6728231070","-1.17%","-4.35%","-3.85%","-31.81%","-36.61%","1485.044","1498.927","1460.781"
"150","BK2597","贝莱德持仓","1184.919","-18.937","-1.57%","-4.44%","-9.70%","1086160178","166380472395","1204.123","0.68","23.447","28774700260038.648","166676861827","-3.65%","-4.58%","-1.43%","-4.13%","2.43%","1203.856","1205.764","1184.376"
"151","BK2637","北方信托银行持仓","1180.481","-19.009","-1.58%","-4.64%","-9.77%","1179672099","206318737944","1199.743","0.74","24.211","28688780881740.566","166612689455","-3.67%","-4.63%","-1.46%","-5.06%","0.51%","1199.490","1201.262","1179.935"
"152","BK2586","软件外包","1352.644","-21.994","-1.60%","-2.81%","-11.67%","11994065","1804928723","1375.901","0.57","37.103","335757425259.22","2133604111","-3.84%","-3.39%","-1.02%","-5.60%","6.57%","1374.638","1379.525","1351.929"
"153","BK2552","锂电池","2337.756","-38.448","-1.62%","15.73%","15.96%","7227827","452653794","2373.668","1.21","53.119","73512859843.55","824239665","-1.93%","-3.61%","7.51%","20.13%","42.79%","2376.204","2384.825","2337.284"
"154","BK2628","纽文持仓","1167.611","-19.322","-1.63%","-4.61%","-10.04%","1016347344","161096059813","1187.089","0.69","23.979","27615647664963.059","155066506749","-3.62%","-4.63%","-1.32%","-5.04%","-0.02%","1186.933","1188.691","1167.065"
"155","BK2267","货车运输","1174.069","-19.506","-1.63%","-20.72%","-31.43%","10702959","730777776","1191.902","0.93","21.064","66194266467.26","1704280535","-1.34%","-13.66%","-20.27%","-25.84%","-10.04%","1193.575","1193.437","1170.948"
"156","BK2999","巴菲特持仓","2034.159","-33.863","-1.64%","-1.12%","-4.42%","510412301","88190302893","2066.468","0.82","26.551","9215192264548.8496","69096607097","-2.14%","-3.27%","0.03%","1.04%","8.04%","2068.022","2072.608","2033.121"
"157","BK2633","汇丰持仓","1148.476","-19.165","-1.64%","-5.13%","-10.34%","1293081770","234811342961","1167.448","0.82","23.534","28388954524969.953","165968753940","-3.76%","-4.77%","-1.41%","-5.89%","0.09%","1167.641","1169.108","1147.932"
"158","BK2631","保德信金融集团持仓","1172.247","-19.635","-1.65%","-4.54%","-9.42%","1195320663","208796051502","1192.039","0.79","24.339","27566677795384.621","157488412233","-3.73%","-4.64%","-1.24%","-4.28%","2.01%","1191.882","1193.383","1171.675"
"159","BK2598","纽约梅隆银行持仓","1182.837","-19.831","-1.65%","-5.15%","-9.98%","1182578111","207631786167","1203.459","0.73","24.426","29113188447799","170275181287","-3.68%","-4.75%","-1.63%","-4.91%","1.65%","1202.668","1204.583","1182.293"
"160","BK2455","印度概念","1523.833","-25.635","-1.65%","-14.07%","-13.25%","30849064","723393280","1550.374","0.28","36.280","354720980086.33","16680627695","-6.53%","-6.51%","-6.41%","-15.67%","5.41%","1549.468","1550.374","1522.722"
"161","BK2634","三井住友金融信托持仓","1170.634","-19.713","-1.66%","-4.88%","-10.53%","1297231870","171789545118","1190.488","0.85","23.551","27404668137975.91","160350298507","-3.80%","-4.87%","-1.54%","-6.50%","-0.34%","1190.347","1191.811","1170.081"
"162","BK2072","电子元件","1881.844","-31.922","-1.67%","-14.98%","-20.44%","26481052","853102087","1914.826","0.72","22.968","168845604043.981","4495536933","-5.24%","-9.18%","-9.72%","-14.38%","-12.72%","1913.766","1918.901","1881.757"
"163","BK2496","人员配置和就业服务","1772.361","-30.097","-1.67%","2.16%","-7.38%","11171372","1007900775","1803.132","0.63","38.641","203975739164.916","2422654497","-2.60%","-0.48%","4.99%","-5.75%","17.05%","1802.458","1805.134","1770.482"
"164","BK2623","东方汇理持仓","1177.123","-20.001","-1.67%","-4.60%","-9.49%","917721132","146648870034","1196.940","0.63","23.314","26134493207456.672","151974185432","-3.84%","-4.96%","-1.55%","-3.46%","2.85%","1197.124","1198.557","1176.536"
"165","BK2443","挪威政府全球养老基金持仓","1934.512","-33.042","-1.68%","-4.16%","-8.58%","752800839","101737187248","1968.334","0.62","21.456","21604054121368.879","125776726892","-3.93%","-4.92%","-1.62%","-3.38%","6.10%","1967.554","1969.458","1933.603"
"166","BK2638","富国银行持仓","1149.901","-19.638","-1.68%","-4.27%","-9.72%","1024115659","214950881666","1169.733","0.79","27.508","26035830508316.871","133678082733","-3.80%","-4.81%","-1.29%","-5.06%","-0.26%","1169.539","1171.216","1149.340"
"167","BK2626","威灵顿管理持仓","1195.051","-20.521","-1.69%","-4.35%","-9.38%","796213547","140420342353","1216.719","0.60","26.064","25089398955084.738","137569615886","-3.71%","-4.68%","-1.16%","-5.39%","5.20%","1215.572","1218.275","1194.502"
"168","BK2534","AQR资本管理(全球第二大对冲基金)","2476.848","-42.665","-1.69%","-3.54%","-9.55%","557483596","108123763392","2519.234","0.54","22.680","19955053046813.93","109224461855","-3.81%","-4.33%","-0.25%","-3.47%","4.16%","2519.513","2521.362","2475.607"
"169","BK2005","住宅建设","4142.777","-71.675","-1.70%","-20.48%","-31.63%","16797983","906510620","4220.339","0.82","6.016","129377767225.8","2273642083","1.72%","-3.96%","-14.50%","-21.46%","-22.38%","4214.452","4265.696","4131.657"
"170","BK2632","瑞银集团持仓","1144.043","-19.844","-1.70%","-4.81%","-9.57%","1150902453","225399199693","1164.780","0.79","27.377","27641113034738.762","151562071900","-3.68%","-4.90%","-1.55%","-5.21%","-0.39%","1163.887","1166.033","1143.506"
"171","BK2596","富兰克林邓普顿基金持仓","1036.686","-18.039","-1.71%","-4.24%","-9.87%","814783222","141575137510","1054.455","0.60","25.985","25839104613172.434","142005784911","-3.77%","-4.54%","-0.97%","-3.94%","-2.09%","1054.725","1055.784","1036.155"
"172","BK2011","诊断与研究","4217.403","-73.493","-1.71%","-5.97%","-18.24%","52695593","4210010423","4290.544","0.83","37.687","836408022555.89","8083578244","-6.44%","-3.83%","-1.83%","-14.65%","-1.48%","4290.896","4298.525","4206.989"
"173","BK2275","科技仪器","1471.229","-25.928","-1.73%","-12.23%","-19.59%","20369662","928191593","1497.730","0.84","38.219","166341587972.289","2887582054","-4.03%","-6.84%","-4.50%","-16.93%","-11.30%","1497.157","1500.996","1470.468"
"174","BK2483","建筑产品和设备","2075.640","-36.599","-1.73%","-16.01%","-26.27%","18385446","872169808","2113.689","0.68","16.558","140270466651.31","3171910638","-1.86%","-6.75%","-13.42%","-20.03%","-17.33%","2112.239","2128.458","2075.602"
"175","BK2535","瑞士信贷持仓","2171.006","-38.327","-1.73%","-5.81%","-11.06%","1327581041","230799622222","2209.877","0.83","24.576","28563936839279.32","168786360440","-3.94%","-5.00%","-1.67%","-6.70%","2.54%","2209.333","2211.780","2169.957"
"176","BK2539","激光雷达概念","793.422","-14.328","-1.77%","-0.30%","-23.64%","10003845","63926936","807.265","1.62","-9.163","6489368221.76","846349522","-2.11%","-10.15%","-2.72%","-27.51%","-42.45%","807.750","818.777","788.413"
"177","BK2622","摩根大通持仓","1183.246","-21.441","-1.78%","-5.26%","-10.10%","1061619109","213165918846","1205.230","0.88","26.485","24779547396024.953","125269689039","-3.80%","-4.98%","-1.57%","-5.93%","-0.99%","1204.687","1206.306","1182.693"
"178","BK2566","资本集团","1521.474","-27.594","-1.78%","-5.87%","-12.24%","632373244","96191413429","1550.757","0.63","26.648","19670235698792.48","107980889066","-3.84%","-4.77%","-1.53%","-8.38%","1.74%","1549.068","1551.445","1520.757"
"179","BK2617","节日概念股","2252.487","-40.941","-1.79%","-2.22%","-7.05%","219023336","35686264897","2295.299","0.56","31.587","7339278815207.1699","41597437777","-2.52%","-3.47%","1.38%","-2.63%","2.78%","2293.428","2302.429","2250.816"
"180","BK2625","景顺持仓","1152.703","-20.962","-1.79%","-5.40%","-10.28%","1053827805","152943679218","1173.675","0.71","22.591","25878765209161.199","157398242440","-3.81%","-5.01%","-1.82%","-6.70%","-2.55%","1173.665","1174.933","1152.145"
"181","BK2120","索罗斯持仓","1603.540","-29.415","-1.80%","-6.88%","-13.49%","272250152","32532033655","1638.824","0.70","30.015","6696946597510.3398","48010692798","-3.17%","-5.60%","-3.06%","-12.02%","-2.87%","1632.955","1638.900","1602.866"
"182","BK2492","计算机硬件","1397.605","-25.669","-1.80%","-9.09%","-14.60%","45741518","1500758541","1417.576","0.77","13.510","228947384529.05","7108913181","-4.10%","-6.00%","-3.69%","-18.72%","-14.88%","1423.274","1427.273","1397.236"
"183","BK2621","高盛持仓","1171.402","-21.713","-1.82%","-5.57%","-10.74%","1210595580","233808228298","1193.542","0.86","27.547","27382360847667.121","149192890248","-3.92%","-5.06%","-1.64%","-6.74%","-0.72%","1193.115","1194.642","1170.861"
"184","BK2635","摩根士丹利持仓","1061.494","-19.731","-1.82%","-5.22%","-11.41%","1351879770","235172176419","1081.447","0.99","28.541","26496503795358.68","144205739562","-3.88%","-4.99%","-1.21%","-8.25%","2.52%","1081.225","1082.456","1060.986"
"185","BK2627","安盛持仓","1145.670","-21.618","-1.85%","-6.31%","-11.94%","761720159","140920705752","1167.783","0.62","24.854","25107823209232.609","131315183220","-4.28%","-5.43%","-1.59%","-7.27%","-3.52%","1167.288","1168.675","1145.138"
"186","BK2253","电子游戏与多媒体","1930.319","-37.070","-1.88%","-20.02%","-26.85%","63295069","2403533513","1957.757","1.49","74.701","298116587128.86","6216969582","-2.39%","-3.03%","0.06%","-38.14%","-33.34%","1967.389","1967.391","1921.160"
"187","BK2624","法国外贸银行持仓","1162.618","-22.355","-1.89%","-4.94%","-9.82%","1224465627","215936483085","1184.691","0.99","24.512","22547003756769.52","129917568768","-4.03%","-5.51%","-1.45%","-5.78%","-0.78%","1184.973","1186.029","1162.012"
"188","BK2249","资产管理","1164.761","-22.645","-1.91%","-10.21%","-15.62%","148562098","4280877170","1187.100","0.47","10.289","953914005995.252","37937595591","-2.68%","-5.71%","-4.30%","-18.02%","-3.07%","1187.406","1192.342","1164.472"
"189","BK2460","家居装修零售","1848.221","-36.822","-1.95%","-14.96%","-25.50%","14456853","2375776717","1886.279","0.69","18.798","463644897829.75","2298008575","0.22%","1.10%","-10.94%","-16.92%","-8.62%","1885.043","1897.298","1847.557"
"190","BK2629","荷兰全球保险持仓","1127.995","-22.586","-1.96%","-5.85%","-11.53%","644268185","112273645790","1152.007","0.61","26.517","19404004056952.129","109096373267","-4.44%","-6.19%","-2.03%","-7.02%","-3.91%","1150.581","1152.713","1127.396"
"191","BK2639","法国巴黎银行持仓","1144.835","-23.022","-1.97%","-6.14%","-11.30%","1493055227","244016442566","1167.283","1.06","23.493","24541487609117.609","145478524750","-4.39%","-5.73%","-2.28%","-6.73%","-1.34%","1167.857","1167.890","1144.266"
"192","BK2559","红杉资本持仓","1590.133","-32.018","-1.97%","-4.94%","-9.56%","789291793","183051128855","1623.291","0.77","26.265","20474553751177.191","105052677478","-4.21%","-5.70%","-1.75%","-3.48%","6.14%","1622.151","1624.169","1589.363"
"193","BK2636","普信集团持仓","1173.616","-23.697","-1.98%","-6.18%","-12.81%","787631600","138814240006","1197.395","0.73","29.140","22745040083057.52","114173600684","-4.34%","-5.81%","-2.02%","-9.71%","-3.14%","1197.313","1198.615","1173.028"
"194","BK2262","卫生信息服务","1281.160","-26.947","-2.06%","-13.47%","-27.35%","38957645","941931795","1310.759","0.79","-65.291","179402137260.009","7916060996","-4.62%","-14.01%","-9.74%","-37.69%","-36.80%","1308.107","1311.375","1280.579"
"195","BK2536","淡马锡持仓","1691.163","-37.909","-2.19%","-10.74%","-17.25%","459265359","37227837897","1726.041","1.11","37.476","4988592659069.6475","54610994919","-3.73%","-6.26%","-2.94%","-21.13%","-14.63%","1729.072","1729.072","1690.622"
"196","BK2436","特斯拉概念","1580.143","-36.440","-2.25%","-24.57%","-23.98%","1842649","170615818","1620.354","0.41","15.817","32480175547.56","460985290","-2.35%","-5.12%","-1.90%","-23.88%","-27.77%","1616.583","1630.729","1579.429"
"197","BK2543","次新股","744.233","-17.366","-2.28%","-19.91%","-38.53%","48554688","863648143","758.354","2.12","-25.513","184186525020.005","12351205875","-1.76%","-9.63%","-7.96%","-50.82%","-58.63%","761.599","763.309","740.433"
"198","BK2098","通信设备","1632.252","-38.870","-2.33%","-13.45%","-19.01%","93624457","2158084534","1665.364","0.58","21.084","441123864043.044","18392871246","-7.15%","-8.77%","-7.92%","-11.39%","-6.41%","1671.122","1671.120","1631.579"
"199","BK2439","搜索引擎","2644.551","-64.050","-2.36%","-6.63%","-12.50%","6467485","7480504142","2714.041","0.31","22.804","3478696348061.8398","2699476543","-6.55%","-8.54%","-5.20%","-8.81%","8.93%","2708.601","2717.085","2642.271"
"200","BK2004","互联网内容与信息","7224.921","-179.791","-2.43%","-12.43%","-18.37%","394363598","25834981518","7421.013","3.22","23.738","4302345436201.9922","18684157188","-6.49%","-8.17%","-4.25%","-19.78%","-7.98%","7404.712","7426.960","7219.308"
"201","BK2563","喜马拉雅资本持仓","1821.176","-45.830","-2.45%","-7.01%","-10.98%","195744094","24956746392","1867.495","0.65","18.733","6095770192989.3496","31100261871","-4.56%","-6.25%","-1.16%","-2.69%","9.78%","1867.006","1868.117","1819.968"
"202","BK2570","网络安全概念","1639.356","-41.262","-2.46%","-2.10%","-13.41%","39007259","4250313492","1679.673","0.65","57.399","518523612430.31","6445722299","-2.02%","-4.52%","-0.03%","-13.89%","10.57%","1680.618","1681.526","1638.504"
"203","BK2571","ESG概念","1389.590","-35.035","-2.46%","-9.62%","-18.78%","167059793","34841116924","1428.325","0.72","32.212","5204099451357.79","23700512361","-5.94%","-8.03%","-5.31%","-11.72%","-14.76%","1424.625","1429.579","1388.813"
"204","BK2433","社交媒体","1663.562","-42.049","-2.47%","-30.54%","-35.33%","311361221","17042834245","1709.715","6.03","18.998","706811219969.11","6507988523","-6.16%","-5.27%","1.13%","-36.72%","-33.59%","1705.611","1709.715","1662.507"
"205","BK2121","老虎环球持仓","1882.559","-47.631","-2.47%","-13.78%","-21.42%","333125813","42841807978","1928.925","0.99","42.302","7376921739693.0596","51839663291","-4.80%","-7.42%","-3.49%","-25.63%","-20.32%","1930.190","1930.189","1881.610"
"206","BK2123","高瓴资本持仓","2247.682","-57.137","-2.48%","-7.44%","-12.83%","194131554","14004117721","2303.480","1.42","100.123","2296254532746.9009","23235827817","-3.37%","-6.15%","-2.83%","-10.98%","-8.98%","2304.819","2306.640","2246.549"
"207","BK2432","流媒体概念","2369.387","-60.253","-2.48%","-8.39%","-13.76%","190091484","32021501362","2431.437","0.56","26.245","7257481455981.8701","34454270228","-4.86%","-6.68%","-1.67%","-8.40%","-0.53%","2429.640","2433.186","2367.444"
"208","BK2047","太阳能","4815.835","-123.141","-2.49%","16.25%","-6.39%","23552477","915460992","4932.415","2.00","919.993","71511779673.811","1541809752","-6.72%","-8.00%","-4.67%","-17.29%","-10.47%","4938.976","5009.285","4814.963"
"209","BK2508","软件-基础设施","2411.590","-61.687","-2.49%","-6.74%","-16.72%","249506633","19813588590","2476.256","1.00","50.426","3514459083610.813","35372794799","-5.06%","-7.39%","-2.83%","-17.73%","2.30%","2473.277","2476.256","2409.091"
"210","BK2514","宅经济概念","1584.718","-41.275","-2.54%","-18.74%","-23.36%","108901746","21443993432","1622.509","0.92","25.989","3219735833601.4502","13599718253","-4.64%","-7.15%","-3.81%","-28.55%","-29.34%","1625.993","1625.993","1583.792"
"211","BK2982","美股新经济板块","2230.190","-58.336","-2.55%","-10.36%","-16.20%","533990119","80402383462","2294.474","0.81","27.522","13136334871913.1","70930903751","-5.47%","-7.80%","-3.62%","-11.03%","-2.36%","2288.526","2294.474","2228.397"
"212","BK2540","云计算","2110.211","-55.386","-2.56%","-7.05%","-13.60%","85407255","25170626958","2167.429","0.58","29.657","6160087223069.5352","17189963701","-5.90%","-8.41%","-4.62%","-12.63%","-3.49%","2165.597","2167.429","2108.565"
"213","BK2553","3D打印","789.754","-20.771","-2.56%","-10.59%","-20.98%","11394388","109698237","810.607","1.28","-16.654","11639717303","1159064534","-4.86%","-12.50%","-10.58%","-30.95%","-34.69%","810.525","811.624","787.215"
"214","BK2442","5G概念","2327.417","-61.449","-2.57%","-3.96%","-9.34%","258151092","22832060042","2391.348","0.57","22.041","4383759749747.2798","46496246125","-4.15%","-5.65%","-0.23%","3.85%","9.30%","2388.866","2394.085","2325.206"
"215","BK2560","寇图资本持仓","1518.916","-40.853","-2.62%","-14.32%","-22.80%","770810056","93877972746","1559.288","1.47","37.059","9951893479412.6895","65582944272","-5.14%","-8.02%","-2.74%","-22.20%","-14.39%","1559.769","1560.797","1518.115"
"216","BK2437","苹果概念","1664.510","-45.131","-2.64%","-16.92%","-19.05%","205064293","18777272041","1724.050","1.05","20.501","1914170458165.48","20138687559","-3.59%","-8.05%","-7.70%","-9.61%","-9.62%","1709.641","1724.050","1663.904"
"217","BK2518","明星科技股","2486.616","-67.820","-2.65%","-9.29%","-14.87%","362904708","88096045658","2555.810","0.67","28.786","14675266687996.51","56396326116","-5.61%","-8.16%","-2.72%","-9.56%","0.68%","2554.436","2556.233","2484.829"
"218","BK2643","美国政客交易概念","1142.870","-31.191","-2.66%","-7.49%","-13.83%","243243363","61169998591","1173.034","0.61","30.254","10323259204772.01","40860818452","-5.63%","-7.55%","-2.38%","-6.47%","4.47%","1174.061","1174.061","1141.930"
"219","BK2557","巴美列捷福持仓","1595.306","-43.973","-2.68%","-11.38%","-18.59%","528986811","85404114781","1637.147","1.07","33.830","11938539338114.699","68161167317","-5.36%","-7.93%","-2.83%","-18.39%","-9.63%","1639.279","1638.733","1594.491"
"220","BK2520","SaaS概念","2273.600","-62.907","-2.69%","-10.53%","-20.87%","102754425","20509401468","2339.117","0.61","43.197","3856390383678.0454","18952681477","-5.97%","-8.19%","-4.69%","-22.09%","-6.51%","2336.507","2339.117","2271.491"
"221","BK2579","智能家居","1012.488","-28.056","-2.70%","-4.21%","-11.29%","114167915","32652933744","1042.393","0.44","30.604","8054809635218.0703","26388682293","-5.38%","-7.42%","-2.33%","-3.17%","9.15%","1040.544","1042.393","1011.494"
"222","BK2468","汽车制造商","2199.881","-61.609","-2.72%","-12.43%","-15.62%","258018148","22874382277","2227.273","1.58","29.604","1690494714720.1499","23137465444","-4.92%","-8.34%","5.59%","-8.39%","-23.81%","2261.490","2261.489","2198.407"
"223","BK2515","远程办公概念","2763.759","-77.524","-2.73%","-8.19%","-17.29%","32721222","8471743499","2844.340","0.42","34.537","2130844496905.77","7795990391","-7.09%","-9.19%","-5.15%","-11.23%","4.82%","2841.283","2844.340","2759.169"
"224","BK2568","新能源车","2861.478","-81.940","-2.78%","-11.66%","-15.52%","178652191","22640847649","2896.963","1.36","36.815","1620169143983.3701","17710141336","-5.07%","-8.46%","6.20%","-4.77%","14.12%","2943.418","2943.418","2859.499"
"225","BK2245","产业布局","1702.511","-48.984","-2.80%","-7.12%","-15.21%","9575661","948337602","1751.536","0.80","24.460","140064462853.14","1502692503","-1.94%","-4.24%","-4.82%","-5.36%","11.59%","1751.495","1751.536","1696.474"
"226","BK2567","元宇宙概念","1712.421","-49.469","-2.81%","-10.71%","-16.94%","540202639","78018111335.397","1764.999","0.83","26.219","12627604526936.1","71568390143","-5.49%","-8.18%","-3.75%","-12.78%","8.60%","1761.890","1764.999","1711.310"
"227","BK2584","人脸识别","818.949","-23.835","-2.83%","-8.48%","-15.47%","142071451","25376824841","843.738","0.52","28.715","5464508350418.1904","28500684562","-5.45%","-6.89%","-0.73%","-5.51%","7.04%","842.784","844.154","817.872"
"228","BK2577","无线充电","598.806","-17.681","-2.87%","-2.20%","-8.34%","91592507","14625813750","617.471","0.48","27.694","3045413558938.6001","19353636262","-3.79%","-5.73%","1.63%","8.82%","20.50%","616.487","619.116","598.087"
"229","BK2594","量子计算概念","1106.488","-32.760","-2.88%","-10.84%","-36.68%","4020515","45010015","1138.115","2.51","-9.213","3978501078.24","346905339","-7.13%","-10.97%","-16.79%","-2.11%","17.42%","1139.248","1139.248","1070.698"
