"序号","代码","名称","最新价","涨跌额","涨跌幅","60日涨跌幅","年初至今涨跌幅","成交量","成交额","今开","换手率%","市盈率","总市值","总股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","昨收","最高","最低"
"1","BK2257","石油和天然气设备和服务","727.435","+27.923","3.99%","28.77%","50.57%","78937935","1974680529","702.900","1.15","-79.317","211792735591.601","8217594192","1.79%","-0.85%","1.87%","31.73%","53.59%","699.512","728.410","699.513"
"2","BK2058","油气E&P","938.529","+31.229","3.44%","24.59%","42.20%","300079203","9709118147","910.943","1.95","34.878","842467889991.6429","17672756515","1.31%","-1.08%","7.56%","38.32%","73.51%","907.300","941.409","907.299"
"3","BK2093","白银","1674.838","+52.400","3.23%","16.03%","13.48%","12547701","155864138","1623.961","1.29","66.161","13031835447.85","1037348805","1.00%","0.03%","0.70%","7.72%","-16.16%","1622.438","1686.550","1622.438"
"4","BK2585","页岩油","1564.750","+47.762","3.15%","32.02%","48.85%","118295113","8094895213","1521.477","1.56","21.876","770320181427.02","7760480345","3.34%","0.12%","4.31%","50.97%","83.41%","1516.988","1569.971","1516.986"
"5","BK2507","其他贵金属和采矿","585.003","+17.123","3.02%","5.60%","8.63%","13307221","61821469","568.898","0.75","-17.916","9572121136.798","2346462221","0.08%","-1.60%","-4.26%","5.91%","-19.68%","567.880","589.452","567.880"
"6","BK2274","油气钻井","1191.777","+34.431","2.97%","44.76%","70.66%","19970457","221645793","1164.366","1.62","-2.646","17518647648.51","1387001522","0.59%","-1.58%","3.33%","37.61%","213.86%","1157.346","1196.940","1157.343"
"7","BK2460","家居装修零售","1889.321","+45.149","2.45%","-19.42%","-23.84%","16202742","2980112196","1836.019","0.78","19.216","473955135027.52","2298008575","2.71%","-0.85%","-3.43%","-12.13%","-5.64%","1844.172","1896.922","1832.933"
"8","BK2110","黄金","462.980","+10.057","2.22%","25.74%","25.03%","159123808","1948948786","455.802","1.03","29.566","299134757125.227","16784290223","0.40%","2.80%","3.11%","25.58%","17.62%","452.923","464.602","452.924"
"9","BK2462","公用事业-独立发电商","930.723","+19.373","2.13%","-3.76%","-9.92%","9276854","255880640","912.617","0.82","-25.311","31561672723.48","1402622040","2.98%","6.40%","0.08%","1.69%","2.46%","911.350","931.761","911.350"
"10","BK2487","热煤","1156.391","+23.381","2.06%","48.91%","73.08%","9712057","387708917","1142.542","3.52","9.849","10379711812.7","366022422","3.62%","2.09%","9.17%","74.20%","280.30%","1133.010","1186.547","1111.482"
"11","BK2010","农业投入","2798.176","+54.576","1.99%","34.67%","35.75%","24914735","1879593489","2760.147","0.82","21.442","195796783899.988","3824777828","4.12%","-0.60%","9.94%","46.02%","52.87%","2743.600","2822.187","2743.600"
"12","BK2581","枪械制造","3000.540","+58.414","1.99%","-3.20%","-6.97%","2358044","124194876","2941.553","1.13","7.218","11777031793.2","228019036","2.44%","3.70%","9.47%","1.15%","26.88%","2942.126","3030.989","2941.553"
"13","BK2095","杂货店","1782.243","+33.766","1.93%","21.37%","19.47%","29121591","1002258441","1790.119","2.06","39.873","82684351196.84","2420720650","5.92%","7.24%","10.01%","20.32%","28.53%","1748.477","1806.871","1748.477"
"14","BK2220","医疗分销","1516.585","+27.985","1.88%","20.42%","22.44%","11891113","1219304475","1490.959","1.12","-124.643","124891143796.5","1204125655","5.00%","5.01%","13.51%","32.70%","32.23%","1488.600","1524.027","1488.600"
"15","BK2429","保险-综合性","1722.118","+30.222","1.79%","8.72%","16.08%","23428692","3521470703","1695.716","0.34","8.895","1754818810500.165","8548583059","0.35%","-1.43%","8.28%","20.92%","28.96%","1691.896","1727.108","1691.896"
"16","BK2582","天然气","1304.919","+22.773","1.78%","20.01%","26.99%","123808761","6959415648","1285.448","0.84","24.919","1210447540485.75","15867637876","2.72%","2.25%","5.93%","32.28%","42.28%","1282.146","1309.036","1282.145"
"17","BK2224","油气一体化","994.456","+16.724","1.71%","16.72%","30.88%","122613277","6078680613","979.088","0.38","12.033","1842289663441.8821","43764605363","2.16%","1.37%","6.18%","22.49%","46.40%","977.732","997.242","977.731"
"18","BK2478","食品分销商","1497.787","+24.788","1.68%","7.04%","6.99%","7993899","465772487","1486.148","0.74","100.541","66964119539.581","1136981025","1.37%","2.19%","8.78%","10.94%","8.09%","1472.999","1512.545","1472.999"
"19","BK2256","汽车和卡车经销商","2206.556","+32.251","1.48%","-9.43%","-13.17%","22661736","858358179","2172.502","1.84","13.218","94436407949.64","1713945131","0.10%","-3.36%","-1.10%","-16.77%","-16.31%","2174.305","2232.185","2159.225"
"20","BK2246","医疗保健计划","1877.930","+26.713","1.44%","12.02%","7.68%","24970360","4899903052","1858.525","0.58","26.211","998440953548.53","5106143287","5.32%","4.90%","10.55%","25.53%","32.95%","1851.217","1887.451","1851.217"
"21","BK2435","在线教育","201.556","+2.762","1.39%","-30.09%","-32.14%","20953219","177649421","199.937","2.73","-5.836","5691166078.89","1247675314","-0.35%","-2.16%","26.40%","-35.97%","-91.82%","198.794","842.456","196.528"
"22","BK2505","炼焦煤","2153.410","+29.099","1.37%","42.60%","59.65%","3958832","86062004","2154.434","1.57","13.290","6019708647.73","301815410","-1.44%","-0.72%","-5.88%","46.08%","162.65%","2124.311","2184.348","2080.968"
"23","BK2502","专业零售","1775.300","+23.559","1.34%","-2.94%","-8.54%","59520075","4182839458","1746.767","1.74","21.936","320608531769.6291","5947881817","3.88%","1.46%","8.56%","-7.48%","0.82%","1751.741","1791.417","1742.276"
"24","BK2454","非洲概念","1502.125","+19.391","1.31%","10.87%","9.55%","5698704","107579629","1481.010","1.12","28.893","11332516072.71","528121633","-3.12%","-1.34%","-4.65%","11.88%","-11.56%","1482.734","1518.038","1479.965"
"25","BK2124","内地教育股","175.829","+2.236","1.29%","-30.40%","-32.46%","21601650","178139080","174.545","2.50","-4.330","5970805803.707","1576503519","-0.33%","-2.43%","23.73%","-38.22%","-91.75%","173.593","708.799","171.632"
"26","BK2512","保险-人寿保险","1144.161","+14.550","1.29%","-3.40%","3.13%","20450712","901975222","1134.328","0.25","9.532","316881144514.72","12249040371","-0.60%","-0.61%","7.69%","-0.53%","-8.93%","1129.611","1149.595","1129.330"
"27","BK2260","资本市场","1733.628","+21.755","1.27%","-15.37%","-10.95%","112413632","3719601481","1715.256","1.16","11.777","606252964721.668","12527989869","-3.05%","-7.46%","1.02%","-12.78%","-2.86%","1711.873","1747.758","1711.873"
"28","BK2226","油气中流","1200.678","+14.513","1.22%","12.96%","23.80%","99314226","2283952385","1186.994","0.61","23.132","614991604726.872","21656755295","0.82%","0.88%","6.30%","11.42%","31.40%","1186.165","1202.077","1183.979"
"29","BK2080","百货商店","2010.869","+22.532","1.13%","8.60%","9.13%","18951704","582211964","1990.352","2.72","7.873","25301969811.43","868478701","-1.56%","-3.82%","6.92%","3.34%","9.73%","1988.337","2037.104","1967.310"
"30","BK2007","农产品","1792.989","+19.398","1.09%","18.59%","22.93%","17285804","895716249","1776.022","1.00","15.247","119532127093.595","2273031367","2.84%","3.09%","10.00%","24.26%","32.03%","1773.591","1801.926","1773.591"
"31","BK2509","商业设备和用品","1433.506","+15.510","1.09%","-16.01%","-17.15%","2240985","133850069","1427.019","0.70","20.155","18422847099.12","359648417","-0.78%","0.36%","5.54%","-18.43%","-13.94%","1417.996","1444.517","1412.175"
"32","BK2562","Archegos爆仓风波概念","935.588","+10.069","1.09%","-18.25%","-13.55%","109143577","2447214419","924.107","1.13","10.708","249660017849.87","12715719955","-3.56%","-5.59%","6.74%","-23.20%","-31.37%","925.519","946.964","922.089"
"33","BK2237","包装和容器","1181.228","+12.498","1.07%","-1.37%","-2.01%","21487776","890752777","1170.697","0.52","22.966","172003343739.595","5264663865","-1.03%","-2.26%","4.94%","-0.61%","-2.12%","1168.730","1187.473","1168.730"
"34","BK2440","美国抗疫概念","2145.713","+21.098","0.99%","16.90%","8.20%","21065800","1227863500","2124.715","1.11","76.437","307208291757.02","2074963779","5.62%","7.09%","16.02%","15.60%","-2.33%","2124.615","2151.984","2121.691"
"35","BK2052","木材和木材生产","1959.349","+18.930","0.98%","-13.20%","-11.13%","922078","70401621","1940.487","0.54","5.846","17981083889.24","237785093","-3.78%","-7.08%","-11.22%","-2.62%","2.33%","1940.419","1975.293","1940.419"
"36","BK2092","医药零售商","629.740","+5.811","0.93%","-15.57%","-13.10%","210247395","794068925","625.196","20.69","19.501","41342711259.38","1257745645","3.28%","-3.81%","-3.82%","-7.81%","-20.55%","623.929","634.440","620.063"
"37","BK2471","农重工程机械","2006.649","+18.505","0.93%","-0.31%","5.16%","29336179","1686360968","1993.807","0.82","20.190","328899832319.66","4538763248","-1.89%","-5.38%","2.28%","8.32%","-3.68%","1988.144","2013.793","1976.212"
"38","BK2481","银行-综合性","1244.165","+11.029","0.89%","-14.28%","-6.43%","157393097","6809391948","1233.945","0.18","9.612","2139354086398.52","96957808192","-2.31%","-6.20%","1.19%","-8.88%","-1.21%","1233.136","1250.830","1232.974"
"39","BK2589","财产管理","1073.876","+9.033","0.85%","-17.28%","-11.99%","196514345","13108354933","1066.259","0.64","10.068","2224180316542.5098","31768945063","-2.02%","-6.05%","1.20%","-14.57%","-2.97%","1064.843","1080.143","1063.626"
"40","BK2060","油气炼制与营销","1098.222","+9.135","0.84%","12.61%","26.23%","29704001","1564961730","1094.932","0.80","13.597","182788115428.32","4693092374","0.16%","2.91%","8.67%","15.59%","17.41%","1089.087","1105.985","1088.700"
"41","BK2486","医疗设施","1649.400","+12.807","0.78%","4.67%","-1.45%","29277690","1470877959","1637.428","0.89","24.014","233126216661.282","5815221906","-0.22%","0.76%","3.21%","-1.44%","-0.16%","1636.593","1663.733","1624.535"
"42","BK2455","印度概念","1643.021","+12.741","0.78%","-10.35%","-6.47%","23784486","732037552","1632.415","0.21","39.116","382447649150.01","16680049541","-0.52%","1.87%","6.76%","-10.69%","14.59%","1630.280","1654.346","1630.280"
"43","BK2485","海运","1941.037","+14.893","0.77%","9.73%","13.67%","41408206","712139030","1930.889","2.74","3.987","33390701795.848","2027819811","-11.53%","-10.31%","-11.01%","46.58%","35.06%","1926.144","1967.447","1926.144"
"44","BK2587","信用支付","1239.754","+9.473","0.77%","-1.26%","0.19%","27406026","4468957949","1229.912","0.56","26.809","1093270476164.4399","5487613518","-2.09%","-0.21%","9.19%","-4.23%","0.49%","1230.281","1251.554","1222.273"
"45","BK2510","铜","3225.341","+24.390","0.76%","9.40%","19.73%","12584044","545468056","3211.931","0.59","17.037","138411327858.17","3067223451","-4.47%","-5.02%","3.50%","21.75%","18.34%","3200.951","3248.804","3198.191"
"46","BK2428","药品制造商-通用","1478.468","+10.839","0.74%","10.08%","9.87%","117090281","10916398019","1466.171","0.41","21.144","2758096944171.6499","29162597074","5.43%","6.37%","12.37%","19.83%","26.32%","1467.629","1483.970","1465.652"
"47","BK2214","休闲车","814.717","+5.713","0.71%","-20.25%","-22.21%","7932416","427543254","808.989","1.10","11.737","37952019135.18","1013087482","-2.52%","-2.88%","-3.26%","-23.52%","-30.12%","809.004","828.655","806.690"
"48","BK2573","抗癌医药","1207.512","+8.296","0.69%","2.61%","2.64%","92381693","5987756757","1199.693","0.60","15.592","1065042651946.58","15797228962","5.28%","5.96%","11.07%","15.73%","21.19%","1199.216","1211.438","1195.895"
"49","BK2482","REIT-专业","1829.341","+12.345","0.68%","2.89%","-6.14%","16380068","1630712470","1816.958","0.47","45.289","424650522227.07","3620318049","2.30%","7.73%","9.87%","5.97%","13.54%","1816.996","1837.064","1807.915"
"50","BK2088","电信业务","885.670","+5.941","0.68%","-5.53%","-4.83%","138117876","4132859436","880.225","0.39","13.050","1206017361748.354","49622066112","1.09%","-5.70%","-3.77%","4.01%","4.58%","879.729","888.098","879.012"
"51","BK2473","糖果店","1719.265","+11.319","0.66%","0.19%","1.61%","9008497","739310067","1712.574","0.58","23.759","136145367450.06","1661970767","0.59%","3.48%","7.96%","11.79%","17.74%","1707.946","1725.056","1702.010"
"52","BK2276","奢侈品","1087.409","+6.579","0.61%","-19.81%","-23.28%","10095458","255925853","1079.662","1.71","13.025","16373230446.818","736234505","-5.31%","-10.47%","1.64%","-17.59%","-23.12%","1080.830","1108.246","1065.224"
"53","BK2020","化学品","1021.602","+6.068","0.60%","4.65%","8.33%","23093574","799626711","1020.129","1.07","9.828","134278353250.424","3005466867","-3.01%","-2.67%","3.88%","7.85%","2.88%","1015.534","1028.309","1011.201"
"54","BK2118","阿里概念","331.402","+1.940","0.59%","-23.04%","-14.09%","8785967","131318124","333.171","1.05","38.787","28571836997.3","1701808767","-1.45%","-0.78%","12.63%","-30.67%","-31.60%","329.462","333.710","327.581"
"55","BK2513","药品制造商-专业和非专利","1054.391","+5.830","0.56%","-4.37%","-8.76%","351988357","2703636232","1047.976","2.19","-48.490","285181991194.235","18670330904","2.16%","1.96%","8.23%","-4.65%","-8.49%","1048.561","1059.889","1045.348"
"56","BK2243","工具及附件","1087.841","+5.956","0.55%","-17.13%","-16.49%","6911002","488348586","1082.924","0.86","18.289","64731452702.712","907725936","-1.97%","-1.58%","-1.53%","-16.73%","-17.61%","1081.885","1103.714","1081.087"
"57","BK2484","保险-财产和意外伤害","1487.906","+7.786","0.53%","6.38%","10.08%","18697675","1880245369","1483.619","0.58","13.820","409843864769.038","3978135139","-0.13%","-0.46%","7.02%","12.55%","13.55%","1480.120","1493.222","1478.087"
"58","BK2264","烟草","695.533","+3.373","0.49%","2.38%","9.01%","26796115","1071568569","693.783","0.44","17.172","358817134684.67","7728082789","2.20%","2.52%","9.73%","9.18%","6.61%","692.160","699.751","692.047"
"59","BK2467","保险-再保险","1108.537","+5.215","0.47%","-2.56%","-0.52%","1329674","120463244","1103.291","0.37","14.437","29445420463.07","474297533","-3.10%","-0.67%","8.85%","3.81%","-2.70%","1103.322","1116.446","1099.356"
"60","BK2472","公用事业-受管制的电力","1403.944","+6.358","0.45%","9.33%","6.72%","84896414","3938048586","1399.789","0.47","31.090","1065729858352.474","23503983795","1.98%","5.34%","9.51%","15.52%","13.02%","1397.586","1407.862","1392.726"
"61","BK2261","信贷服务","1615.783","+7.016","0.44%","-10.38%","-9.06%","111831505","6189777136","1604.664","0.97","19.670","1347524788177.4409","15201171607","-4.17%","-2.10%","7.78%","-19.12%","-15.33%","1608.767","1631.333","1594.934"
"62","BK2436","特斯拉概念","1625.128","+6.988","0.43%","-24.29%","-21.82%","1789325","170792522","1622.784","0.40","16.267","33404669365.32","460944621","-2.67%","-1.59%","6.33%","-22.31%","-26.05%","1618.140","1647.506","1612.483"
"63","BK2005","住宅建设","4059.493","+17.212","0.43%","-27.98%","-33.01%","22838855","1235245251","4042.855","1.11","5.895","126814092202.89","2274344003","-7.17%","-9.07%","-13.56%","-23.27%","-25.41%","4042.281","4172.156","4017.950"
"64","BK2452","美国基建股","1714.002","+6.811","0.40%","-0.90%","6.12%","12580383","821641202","1708.399","1.21","10.171","133234753206.51","1213791923","-1.72%","-3.18%","1.60%","11.46%","-5.02%","1707.191","1723.037","1693.473"
"65","BK2453","英国银行股","870.335","+3.420","0.39%","-10.35%","1.23%","24422292","181242543","865.615","0.06","7.518","269396738117.21","42803920069","-2.35%","-3.45%","6.05%","-3.68%","2.22%","866.915","872.552","864.041"
"66","BK2219","废物管理","1914.068","+7.475","0.39%","2.59%","-2.50%","10238213","741293574","1908.471","0.59","59.277","184692228000.54","2153625350","0.66%","3.29%","5.83%","4.85%","20.18%","1906.593","1922.418","1900.879"
"67","BK2122","桥水持仓","1140.532","+4.452","0.39%","-11.54%","-11.42%","671839238","79185614922","1135.489","1.02","23.574","6892746555229.2598","75496989964","-0.43%","-0.71%","6.68%","-5.37%","-6.02%","1136.080","1147.103","1134.132"
"68","BK2240","折扣店","2062.383","+7.947","0.39%","10.39%","6.76%","27160341","6012994212","2062.406","0.88","31.198","916451044656.11","4454528716","5.21%","8.71%","12.49%","13.12%","24.53%","2054.436","2075.113","2049.649"
"69","BK2034","建筑材料","1209.903","+4.583","0.38%","-19.57%","-21.36%","18250279","413332937","1212.000","0.57","17.676","110852819786.37","3414870286","-2.91%","-6.04%","-2.20%","-18.47%","-15.86%","1205.320","1228.109","1202.663"
"70","BK2488","公用事业-综合性","1302.233","+4.801","0.37%","8.94%","7.23%","27657658","1102033879","1298.159","0.44","40.028","225395818499.19","7500656105","0.58%","5.06%","10.96%","11.79%","12.21%","1297.432","1306.671","1290.652"
"71","BK2489","公用事业-管制气体","1076.419","+3.671","0.34%","14.49%","13.08%","8473625","438206860","1073.357","0.69","21.541","75378984739.36","1424115307","-0.93%","3.36%","9.57%","17.12%","4.78%","1072.748","1079.873","1067.449"
"72","BK2459","饮料-不含酒精","1373.182","+4.472","0.33%","-0.24%","0.65%","35840193","2154839047","1368.683","0.46","29.055","668907247979.823","10083059269","0.82%","3.42%","10.11%","8.47%","11.99%","1368.710","1378.431","1362.720"
"73","BK2108","包装食品","1731.871","+5.110","0.30%","1.46%","2.62%","75184808","2167551807","1728.981","1.09","26.372","354829311262.329","9540833869","0.83%","4.59%","9.21%","9.53%","3.23%","1726.761","1740.775","1722.427"
"74","BK2469","REIT- 抵押","840.402","+2.416","0.29%","-7.56%","-5.34%","59955016","564014358","838.029","0.87","11.974","89281882217.684","7361444303","-0.30%","-0.98%","1.50%","-10.62%","-8.97%","837.986","845.625","834.674"
"75","BK2003","家庭及个人产品","2105.546","+5.467","0.26%","-6.33%","-9.57%","43644089","2786672568","2098.845","0.52","28.163","797277692678.418","9632254575","1.35%","3.33%","8.35%","0.37%","-5.19%","2100.079","2113.342","2096.296"
"76","BK2497","广播","976.860","+2.150","0.22%","-2.39%","-0.88%","38920004","642572570","974.419","0.71","23.654","201079951832.94","9732057514","-2.64%","-3.95%","3.17%","-10.97%","-16.00%","974.710","981.673","971.990"
"77","BK2583","核电","1009.169","+1.848","0.18%","11.54%","9.12%","2196578","154294029","1007.125","0.57","19.663","31923065613.95","425904000","2.35%","5.22%","11.42%","13.14%","10.19%","1007.321","1015.258","1002.733"
"78","BK2491","娱乐","1369.086","+2.361","0.17%","-16.16%","-17.60%","140535709","6222353449","1366.109","1.07","13.608","987560076967.585","16906718490","-3.15%","-3.40%","3.37%","-24.78%","-22.74%","1366.725","1378.866","1353.669"
"79","BK2528","医药外包概念","2301.755","+3.966","0.17%","-6.41%","-13.55%","3424225","692158002","2294.116","0.66","43.419","92121773896.75","525063344","2.82%","8.99%","16.57%","-8.95%","7.77%","2297.789","2328.787","2293.649"
"80","BK2457","REIT-办公室","1183.477","+1.878","0.16%","-5.10%","-6.72%","17410980","756228859","1180.922","0.60","33.212","166449078250.06","3742692585","-3.59%","-1.21%","1.72%","-1.22%","5.00%","1181.599","1190.105","1174.465"
"81","BK2427","饮料 - 啤酒","889.383","+1.272","0.14%","-3.21%","-0.07%","26695682","263048660","888.017","0.43","20.942","223624910348.61","18741423254","-4.17%","-1.21%","5.70%","3.06%","-6.71%","888.111","893.871","881.170"
"82","BK2503","REIT-保健设施","1136.403","+1.038","0.09%","2.93%","3.43%","20467547","648959257","1137.297","0.55","50.053","137988951874.44","3812527544","-2.26%","-0.34%","4.80%","4.27%","6.55%","1135.365","1142.200","1134.150"
"83","BK2044","教育及培训服务","707.588","+0.494","0.07%","-1.54%","-7.16%","38802416","379711033","707.054","1.72","-51.748","38009938434.018","3588906641","-2.74%","-1.73%","11.50%","-21.38%","-68.71%","707.094","1045.429","703.874"
"84","BK2456","银行-区域","989.794","+0.649","0.07%","-9.00%","-0.54%","253391599","7108551011","990.071","0.31","11.592","1526018162816.5791","105471089411","-1.46%","-4.33%","1.73%","-13.13%","-8.56%","989.145","996.527","985.156"
"85","BK2083","纸及纸制品","1137.427","+0.444","0.04%","-12.28%","-9.08%","2932845","49453501","1136.470","0.30","10.527","25181813639.24","1836835272","-12.40%","-14.70%","-14.22%","11.22%","-10.33%","1136.983","1148.055","1124.162"
"86","BK2641","俄罗斯概念","156.923","0.000","0.00%","-86.61%","-86.70%","2","19","156.923","0.00","2.399","31119690891.18","19013361941","0.00%","0.00%","0.00%","-89.06%","-84.55%","156.923","156.923","156.923"
"87","BK2504","空壳公司","1130.765","-0.117","-0.01%","3.13%","4.02%","49489937","547214208","1130.820","0.29","122.642","231123206539.394","23096683320","0.76%","0.86%","1.38%","7.33%","12.84%","1130.882","1130.945","1130.453"
"88","BK2494","服装零售","1456.332","-0.468","-0.03%","-12.85%","-19.07%","54751109","2216133072","1456.272","1.74","21.109","210316324675.63","4071677710","1.45%","3.26%","6.49%","-20.98%","-13.85%","1456.800","1476.048","1446.137"
"89","BK2461","公用事业-可再生","1550.809","-0.737","-0.05%","10.78%","-0.30%","24300472","571957257","1552.088","1.18","-856.933","92713441398.51","3418501135","0.44%","4.32%","6.80%","4.38%","-2.93%","1551.546","1566.184","1547.412"
